id,name,host_id,host_name,neighbourhood,postcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,availability_365
70820,City View - Sarah's double room.,360195,Sarah,Windmill Hill,BS3 4,51.4399417354,-2.5917262749,Townhouse,Private room,2,1,1,1,27,4,130,2018-09-28,2.1,96,10,9,10,10,10,10,5,44
117122,City Centre - Waterside Retreat,591555,Marcus,Clifton,BS8 4UJ,51.4505118936,-2.6105363932,Apartment,Private room,4,2,1,2,65,1,126,2018-10-28,1.4,99,10,10,10,10,10,10,1,360
146407,Sunny Central Artist Cottage (Dbl),708175,Orla,Southville,BS3,51.4413076647,-2.6027055622,Townhouse,Private room,3,1,1,2,38,2,57,2018-09-12,0.76,91,9,8,9,10,9,9,2,46
176306,The White Room -  Central Bristol Art House Garden,708175,Orla,Bedminster,,51.4410063532,-2.6012079042,Townhouse,Private room,2,1,1,1,35,2,30,2018-10-31,0.41,95,9,9,10,10,9,9,2,57
220956,"Light, Modern, 1st Floor Apartment.",1145941,Stephen,Bedminster,England,51.4385169237,-2.6014210925,Apartment,Entire home/apt,2,1,1,1,59,1,74,2018-11-04,0.85,94,10,9,10,10,9,9,1,253
307634,Peaceful Safe Home & Clear Space 'The Lilac Room',1582810,Wendy,Easton,BS5 6EH,51.4664088506,-2.5553324009,Townhouse,Private room,2,1,1,1,35,2,14,2018-07-29,0.79,93,10,10,10,10,10,9,2,146
322906,HUGE Room CENTRAL location House,1156132,Sue And Toby,Ashley,BS6 5LE,51.4666838952,-2.5827410237,House,Private room,3,1,1,2,65,2,80,2016-10-27,1.22,94,9,9,10,10,9,9,2,88
341227,Magical Listed Georgian townhouse,237360,Samantha,Ashley,Bristol,51.4666145425,-2.5870901704,House,Entire home/apt,14,3,5,10,450,2,39,2018-07-29,0.49,98,10,9,10,10,9,9,4,363
389942,Sunny retreat with ensuite,1950884,Sonia,Redland,bs7 8py,51.4792597961,-2.5910810005,House,Private room,2,1,1,1,50,1,57,2018-08-12,0.7,96,10,10,10,10,9,9,5,8
389944,Spacious Cosy Room,1950884,Sonia,Redland,bs7 8py,51.4797058282,-2.5914899665,House,Private room,1,,1,1,32,1,100,2018-08-30,1.25,93,10,10,10,10,9,9,5,8
390781,Cosy large room near TV studios & Paintworks,1954565,Fi,Brislington West,BS4 3QA,51.4442936815,-2.557774186,House,Private room,1,1,1,1,27,1,26,2018-10-13,0.32,99,10,10,10,10,10,10,2,69
391612,Central Cosy Double Room House1,1958566,Carmen,Ashley,BS2 9QJ,51.4648653621,-2.5798924831,House,Private room,1,1,1,1,32,2,16,2015-08-13,0.2,91,9,9,10,10,9,9,2,261
391613,Single Central Bristol Room House 1,1958566,Carmen,Ashley,BS2 9QJ,51.4649915997,-2.5782628522,House,Private room,1,1,1,1,25,2,49,2015-12-06,0.61,86,8,9,9,9,7,9,2,320
392215,"home from home, large double, light",1961385,Bea,Brislington East,BS4 4QZ,51.4411145123,-2.5368285466,Townhouse,Private room,1,1,1,1,17,10,23,2018-01-31,0.28,100,10,10,10,10,10,10,2,0
392217,"home from home, lovely single room",1961385,Bea,Brislington East,BS4 4QZ,51.4429313426,-2.5377763243,House,Private room,1,1,1,1,16,10,13,2018-10-31,0.21,95,10,10,10,10,9,10,2,73
407485,Bristol Luxury Garden Apartment,2029719,Ingrid,Ashley,Bs65Hu,51.4691976359,-2.5818993039,Apartment,Entire home/apt,5,1,1,3,98,2,215,2018-11-06,2.7,98,10,10,10,10,9,9,1,357
421205,The dog lovers haven,2094659,Lis,Ashley,BS6,51.4646484304,-2.5836650578,Apartment,Private room,2,1,1,1,28,1,98,2018-11-11,1.27,98,10,10,10,10,10,10,1,293
422956,Modern inner city 3 bed eco house,2103297,Lois,Redland,BS6 7HF,51.4733129723,-2.6059791919,House,Entire home/apt,5,2,3,4,150,2,267,2018-11-04,3.35,98,10,9,10,10,10,10,2,316
554813,1 Double Room in Bristol Centre with own Bathroom,2727252,Rich & Ray,Lawrence Hill,BS2 0PN,51.4561820887,-2.5773776521,Apartment,Private room,2,1,1,1,45,1,145,2018-10-07,1.87,98,10,10,10,10,10,10,1,81
559177,Modern city centre loft style,2736590,Jamie,Central,BS1 6LS,51.4503599593,-2.589379225,Apartment,Entire home/apt,2,1,1,1,90,6,13,2018-10-03,0.17,94,10,9,10,10,10,9,1,302
664979,"Exclusive use of caravan, & parking",1949283,Catherine,Eastville,BS16,51.471339755,-2.5348675693,Guesthouse,Entire home/apt,2,1,1,3,24,2,104,2018-03-30,1.52,88,9,9,9,9,8,9,1,135
676106,Unique Dbl Loft space nr station,683638,Helen,Windmill Hill,BS4 3BU,51.4419170866,-2.5707347939,Apartment,Private room,2,1,1,1,30,1,455,2018-10-21,6.13,92,9,9,10,10,9,9,2,359
688324,"The Green Room, Comfy Double in St Werburghs",3514043,Natasha,Ashley,BS2 9UE,51.4697438031,-2.5756505354,Townhouse,Private room,2,1,1,1,28,2,247,2018-11-11,3.29,94,10,10,10,10,9,9,2,3
753655,Edwardian house in central Bristol,3647954,Cath,Southville,BS3 1PR,51.4455342367,-2.6041257788,House,Private room,2,1,1,1,50,1,226,2018-11-16,3.16,94,10,10,10,10,9,9,2,326
758894,"Luxury Clifton Village, internet, parking permits",3996407,Joanna,Clifton,BS8 4BH,51.4544339375,-2.6206570588,Apartment,Entire home/apt,4,1,1,1,95,2,296,2018-11-05,4.05,97,10,10,10,10,10,9,1,297
774471,Lovely Single B/Rm-Central Location,4086056,Lilian,Hotwells & Harbourside,BS8 1EA,51.4520749779,-2.607237802,Townhouse,Private room,2,1,1,2,35,1,336,2018-11-15,4.77,95,10,10,10,10,10,9,2,147
787688,"Entire quirky flat, amazing views",683638,Helen,Windmill Hill,BS4 3BU,51.4406196738,-2.5722965333,Apartment,Entire home/apt,4,1,2,3,68,3,3,2015-04-13,0.05,80,9,5,7,9,9,8,2,0
828102,Charming Room in Victorian Terrace,4341765,Patricia,St George West,BS5 8HY,51.4596906026,-2.5410380318,Bed and breakfast,Private room,2,1.5,1,1,26,2,72,2018-09-19,1.14,95,10,10,10,10,9,10,4,298
832235,Luxury Double En Suite Bedroom,4356624,Claire,Southville,BS3 2BJ,51.4420112244,-2.6193880301,Apartment,Private room,2,1,1,1,55,1,88,2018-11-11,2.04,98,10,10,10,10,10,10,1,331
838106,Big double room ensuite bathroom,4379169,Sarah,Redland,BS6 7AW,51.4707946689,-2.59644659,House,Private room,2,1,1,1,55,2,191,2018-11-07,2.72,98,10,10,10,10,10,9,2,340
853819,peaceful short term home,4474160,Sarah,Ashley,,51.4696264063,-2.5808849563,House,Private room,2,,1,,62,21,0,,,,,,,,,,1,365
868888,Large double room with breakfast,4577089,Rohan,Eastville,,51.4727796442,-2.5471336228,Bed and breakfast,Private room,2,1,1,1,21,20,4,2018-10-31,0.51,93,10,9,10,10,9,10,2,333
870076,Cosy Single Bedroom in Southville,3647954,Cath,Southville,BS3 1PR,51.4459329069,-2.6030923522,House,Private room,1,,1,1,39,1,131,2018-11-07,1.88,92,10,9,10,10,9,9,2,328
897555,Cosy nicely lit room in Bedminster,3271882,Gwen,Southville,BS3 4NE,51.4416050128,-2.5986354841,House,Private room,1,1,1,1,27,2,124,2018-11-09,1.75,91,9,9,9,9,9,9,2,357
942226,BnB in Barn with 2 ensuite Bedrooms,2103297,Lois,Redland,BS6 7HF,51.4751305535,-2.6047402787,Barn,Entire home/apt,5,2,2,4,120,2,171,2018-11-04,2.62,96,10,9,10,10,10,10,2,281
975170,Double room in quiet LGBTQ friendly home,5332833,Ashley,Eastville,BS16 1AX,51.482562271,-2.5545990216,House,Private room,2,2.5,1,1,28,2,89,2018-09-30,1.3,98,10,10,10,10,9,10,2,76
979236,large ensuite with seating area,1156132,Sue And Toby,Ashley,BS6 5LE,51.4666513723,-2.5828435807,House,Private room,2,1,1,1,55,1,156,2018-11-12,2.69,94,10,9,10,10,9,9,2,82
995235,Clifton Towers Bristol B and B ,5466703,Marie,Clifton,BS8 1BN,51.4530823095,-2.6154366228,Bed and breakfast,Private room,2,1,1,1,48,1,156,2018-11-11,2.55,98,10,10,10,10,10,10,1,333
996270,Cosy Room in Victorian Terrace,4341765,Patricia,St George Central,,51.4597699802,-2.5390831075,t,Private room,Private room,2,1.5,1,22,2,23,2018-05-11,0.46,2018-05-11,97,10,10,10,10,9,4,267
1033484,Tranquil Room near City Centre,5687726,Joanne,Ashley,BS2 9LJ,51.4630682613,-2.5798183181,House,Private room,1,1.5,1,1,33,1,271,2018-10-27,3.99,97,10,10,10,10,9,10,2,344
1058698,Ace Attic room in Victorian Terrace,4341765,Patricia,St George West,BS5 8HY,51.4598976275,-2.5410153238,Bed and breakfast,Private room,2,1.5,1,1,28,2,22,2018-08-06,1.41,93,10,10,10,9,8,9,4,304
1096853,"Super Convenient, All You Need: Double Bed+Single",487598,Maggie,Easton,BS5 6EZ,51.469065339,-2.560774904,Townhouse,Private room,3,1.5,1,2,32,1,324,2018-10-27,4.87,94,10,10,10,10,9,9,4,44
1096947,"Super Convenient, All You Need -  Cosy Double Room",487598,Maggie,Easton,BS5 6EZ,51.4692217402,-2.5610494821,Townhouse,Private room,2,1.5,1,1,29,1,276,2018-11-03,4.17,96,10,10,10,10,9,10,4,44
1166104,Private room in ‘Garden Square' Georgian townhouse,6386989,Anne + Iain,Hotwells & Harbourside,BS8 4PW,51.4505191795,-2.6205544794,Townhouse,Private room,2,1,1,2,37,2,54,2018-11-11,0.82,97,10,10,10,10,10,10,2,333
1194755,Colourful Victorian House with Siamese cats,1950884,Sonia,Redland,BS7 8PY,51.4790538528,-2.5901598383,House,Entire home/apt,8,2.5,4,5,150,1,12,2018-11-04,0.23,97,10,10,9,9,9,9,5,0
1258955,Small double room in Bedminster,3271882,Gwen,Southville,BS3 4NE,51.4402030758,-2.5977216519,House,Private room,2,1,1,1,33,2,73,2018-11-05,1.11,90,9,9,10,10,9,9,2,357
1260621,An Old Jewellers in Montpelier,6865698,Kirsty,Ashley,BS6 5QA,51.4646526033,-2.5894727392,Townhouse,Private room,2,1,1,1,28,1,118,2018-11-11,1.96,95,10,10,10,10,10,10,2,315
1306288,"A quiet, private, modern apartment with balcony",7102048,Robert,Ashley,,51.4595395405,-2.586713765,Apartment,Entire home/apt,2,1,1,1,105,3,41,2017-09-04,0.63,89,9,10,9,9,9,9,9,346
1329265,"Excellent central location, perfect for visitors",7144675,Stephanie,Lawrence Hill,BS5 0QZ,51.4595163316,-2.5737899342,Townhouse,Private room,3,1,1,1,35,2,180,2018-10-27,2.79,96,10,10,10,10,9,9,1,167
1337681,Stylish Home in Amazing Location,7254449,Tamsin,Stoke Bishop,BS9,51.4736604744,-2.639051725,House,Entire home/apt,9,4,5,6,350,7,14,2018-09-17,0.22,95,10,10,10,10,10,10,2,343
1371440,Modern 1 Bedroom Flat near Center,2975961,Tony,Clifton,BS8 1EU,51.4521598686,-2.6104174575,Apartment,Entire home/apt,5,1,1,3,76,1,220,2017-12-22,3.41,88,9,9,9,9,9,9,2,0
1457693,Cosy single room with breakfast,4577089,Rohan,Eastville,BS5 6RR,51.4737070154,-2.5460196286,Bed and breakfast,Private room,1,1,1,1,17,20,9,2018-05-15,0.14,85,9,9,10,10,9,8,2,221
1459948,"Parking, garden and comfortable space",7825425,Sue,Redland,BS6 6WA,51.4720631012,-2.6117989962,Townhouse,Private room,2,1,1,1,55,2,171,2018-10-15,2.66,99,10,10,10,10,10,10,1,76
1487240,Lovely Dbl/bdrm- Central Location,4086056,Lilian,Hotwells & Harbourside,BS8 1EA,51.4522621151,-2.6083911098,Townhouse,Private room,2,1,1,1,40,1,212,2018-11-15,3.38,96,10,10,10,10,10,9,2,155
1509615,Amazing location centre of Bristol,7607380,Jerry & Jacqui,Hotwells & Harbourside,BS1 6UF,51.4478608169,-2.6023422552,House,Private room,2,2,1,1,44,1,403,2018-11-16,6.4,96,10,9,10,10,10,9,2,341
1524396,Woodburner - Sarah's double room.,360195,Sarah,Windmill Hill,BS3 4LJ,51.4399333281,-2.591850682,Townhouse,Private room,1,1,1,1,27,2,130,2018-10-15,2.07,96,10,9,10,10,9,10,5,14
1536968,Blanket Box - Sarah's large Room,360195,Sarah,Windmill Hill,BS3 4LJ,51.4404932632,-2.592200054,Townhouse,Private room,2,1,1,1,27,2,91,2018-10-12,2.26,96,10,10,10,10,10,10,5,40
1586814,"A quiet, modern studio apartment",7102048,Robert,Ashley,BS2,51.4608742472,-2.5860351581,Apartment,Entire home/apt,2,1,1,1,85,3,38,2018-07-17,0.6,93,10,10,10,10,10,9,9,357
1608917,Double bedroom in Bristol,8568332,Lynn,Bishopsworth,BS13 7JR,51.4160619449,-2.6183834344,Bed and breakfast,Private room,2,1,1,1,22,5,0,,,,,,,,,,1,0
1623879,Homestay - Single Room in Bristol,8635028,John,Henbury & Brentry,BS10 6SY,51.5125545036,-2.6001191088,House,Private room,1,1,1,1,22,2,103,2018-11-15,1.64,99,10,10,10,10,9,10,1,359
1657861,"A private, quiet studio apartment",7102048,Robert,Ashley,BS2,51.461118084,-2.5833246365,Apartment,Entire home/apt,2,1,,1,80,3,40,2017-09-25,0.64,88,10,9,10,10,9,9,9,332
1772967, Private and peaceful Room ,4176180,Kai,Lockleaze,BS7 0NU,51.4972477282,-2.5711885649,House,Private room,2,1.5,1,1,35,1,29,2016-09-23,0.49,84,9,9,9,10,8,9,2,0
1773005,Spacious and peaceful private room,4176180,Kai,Lockleaze,BS7 0NU,51.4959123248,-2.5717787805,House,Private room,3,1.5,1,2,35,1,27,2018-11-17,0.53,79,9,8,10,9,8,7,2,51
1906645,Bright and airy flat with great location,9487977,Abi,Cotham,BS6 6AY,51.4666893017,-2.596842045,Apartment,Entire home/apt,2,1,1,1,70,2,26,2018-10-28,0.94,98,10,10,10,10,10,10,2,0
2006472,Large Double Room Close to Centre,10328734,Patrick,Southville,BS3 1PT,51.444833754,-2.6043527655,House,Private room,2,1,1,1,31,1,173,2018-11-11,2.94,92,10,9,10,10,9,9,1,64
2009295,Light/Airy room in victorian house!,10340790,Nadim,Cotham,BS67EX,51.4699921552,-2.6054914825,Apartment,Private room,2,1,1,1,26,1,165,2018-11-05,2.86,98,10,10,10,10,10,10,1,162
2028961,Single room in quiet LGBTQ friendly home,5332833,Ashley,Eastville,BS16 1AX,51.4828866645,-2.5545195678,House,Private room,1,3,1,1,26,2,65,2018-09-19,1.11,97,10,10,10,10,9,10,2,52
2037637,Boutique style room in Clifton Village,10454199,Mary,Clifton,BS8 4BG,51.454261132,-2.6229540087,Apartment,Private room,2,1,1,1,75,1,67,2018-11-11,1.13,95,9,10,10,10,10,9,3,248
2164660,Lovely light attic room,5905890,Stella,Easton,BS5 6JZ,51.4698779895,-2.5633643131,House,Private room,2,1,1,1,30,1,137,2018-10-31,2.48,96,10,10,10,10,9,9,2,156
2225509,Stokes Croft Crash Pad,10310486,Simon,Ashley,BS2,51.4630182494,-2.5861990209,Apartment,Private room,2,1,1,1,54,1,144,2018-11-11,2.46,95,10,9,10,10,9,9,1,353
2235568,A Cool Place in Montpelier !,11413122,Tony,Ashley,BS6 5EN,51.4684105022,-2.5879830129,House,Private room,2,1,1,1,37,2,201,2018-10-28,3.54,97,10,9,10,10,10,10,3,136
2403979,Entire house near city centre,12286397,Bryony,Ashley,BS2 9QZ,51.4701986833,-2.5757887545,House,Entire home/apt,4,1,2,2,120,2,8,2015-04-06,0.14,98,10,9,10,10,9,10,1,0
2404407,Stunning 2 Bed “New York” style Loft at Paintworks,11141720,Dee,Lawrence Hill,,51.4440277615,-2.5686371442,Loft,Entire home/apt,5,1,2,2,155,1,59,2018-07-20,1.04,98,10,10,10,10,10,9,7,299
2446524,A home away from home!,12510269,Namrata,Clifton,BS8 3LH,51.4609682718,-2.6234431774,Apartment,Private room,2,1,1,,45,1,16,2018-07-20,1.12,86,9,8,10,10,10,9,2,289
2485932,"Spacious, Light Room in Montpelier",12713908,James,Ashley,BS6 5QL,51.4674899325,-2.5886655351,Apartment,Private room,2,1,1,1,25,1,141,2018-11-11,3.05,95,10,9,10,10,10,9,1,0
2523293,A stay in a home from home! ,12510269,Namrata,Clifton,BS8 3LH,51.4609761112,-2.6240457753,Apartment,Private room,1,1,1,1,32,1,72,2018-11-11,1.32,95,9,9,10,10,10,9,2,363
2548956,"Huge, bright, spacious double room",13019736,Jody,Southmead,BS10,51.5037198457,-2.5901368638,House,Private room,2,1,1,1,28,1,161,2018-11-04,7.51,97,10,10,10,10,9,10,2,64
2636847, 2 double bed flat centre bristol!,7484271,Sammi,Hotwells & Harbourside,BS1 5QH,51.4505078674,-2.6043435957,Apartment,Entire home/apt,4,2,2,2,140,1,12,2014-11-30,0.22,96,9,9,9,10,10,10,2,0
2681672,Light and cosy double - ensuite,10742048,Delia And Huw,Westbury-on-Trym & Henleaze,BS9 4TD,51.4875708054,-2.5932901333,House,Private room,2,1,1,1,40,2,97,2018-08-03,1.78,99,10,10,10,10,10,10,1,0
2780689,"Comfortable, light single room",5905890,Stella,Easton,BS5 6JZ,51.4706569933,-2.5635690733,House,Private room,1,1,1,1,24,1,207,2018-10-28,3.75,96,10,10,10,10,9,10,2,75
2793019,Cute Quirky Flat in Prime Location,13804437,Kathleen,Ashley,BS6 5NE,51.4654516326,-2.5832896691,Apartment,Entire home/apt,2,1,1,1,45,2,45,2018-07-31,0.83,95,10,9,9,10,9,9,1,160
2819807,Small bright room in Clifton,14425470,Nuccia,Clifton,BS8 3JU,51.4585124425,-2.6232053268,Apartment,Private room,1,1,1,1,25,2,215,2018-11-11,3.94,96,10,10,10,10,10,10,1,59
3015870,Cosy and comfy double room.,15369567,Mary,Easton,BS5,51.4616914587,-2.5553926702,House,Private room,2,1,1,1,20,1,70,2018-08-17,6.33,98,10,10,10,10,9,10,1,0
3110479,Charming 1 Bed Flat in Clifton ★ Opposite Lido Spa,13642514,Dani,Clifton Down,BS8 2BQ,51.4610265411,-2.6146169119,Apartment,Entire home/apt,2,1,1,1,100,2,81,2018-11-11,1.52,98,10,10,10,10,10,10,1,169
3118604,Quiet Modern Flat 5 mins from Temple Meads,15845284,Sam,Lawrence Hill,BS2 0JN,51.4522070224,-2.5786897939,Apartment,Entire home/apt,2,1,1,1,75,1,198,2018-10-24,4.63,96,10,10,10,10,10,10,1,353
3127289,Two double bedrooms - sunny h,15485474,Fran,Redland,BS7 8LG,51.4799900945,-2.5957534556,Townhouse,Entire home/apt,5,2,2,2,85,2,76,2018-11-04,1.4,98,10,10,10,10,10,10,1,226
3171080,The Spare Room,3039024,Alice,Ashley,BS2 9LG,51.4644248394,-2.5809771591,House,Private room,1,1,1,1,30,14,1,2015-07-27,0.02,,,,,,,,1,32
3254527,Comfortable Bright Single Room  ,16459934,Florence,Lockleaze,BS7 0LB,51.4944094028,-2.5730795066,Townhouse,Private room,1,1,1,1,20,1,104,2018-09-21,2.02,88,9,9,9,10,9,9,3,0
3311296,Georgian House in Montpelier,8729841,Zoé,Ashley,BS6 5EP,51.4687707677,-2.5859236102,House,Entire home/apt,5,1.5,3,3,100,2,13,2018-05-20,0.25,97,10,10,10,10,9,9,2,0
3365141,Quiet + large ensuite double room,7588995,Olivia,Ashley,BS6 5JP,51.4681604739,-2.5824359979,House,Private room,2,1,1,1,40,1,278,2018-11-01,5.18,92,10,10,10,10,9,9,2,359
3402765,Lovely Georgian Terraced House ,16271311,Bryony,Hotwells & Harbourside,BS8 4TF,51.4494039283,-2.6125863006,House,Entire home/apt,4,2,3,3,140,7,2,2014-08-30,0.04,100,10,10,10,10,10,10,1,0
3407749,Private room en-suite- Very Large Room,16196736,Lorna,Ashley,BS7 9BQ,51.4736979997,-2.5793289076,Bed and breakfast,Private room,2,2,1,1,50,2,86,2018-02-25,1.61,96,10,10,10,10,9,10,2,0
3457246,lovely single room in quiet house,17422981,Kath,Stockwood,BS14,51.4116415502,-2.5567144954,House,Private room,1,0.5,1,1,18,7,21,2018-09-30,0.4,90,10,10,10,9,8,9,1,321
3468287,Double-bedroom to rent near city centre,17474076,Monica,Lawrence Hill,BS5 0RS,51.4605224222,-2.566261545,House,Private room,1,1,1,1,28,2,40,2018-10-10,1.02,96,10,10,10,10,9,10,2,330
3490531,Modern Clifton Town House,650181,Jeremy,Clifton Down,BS8,51.4669173885,-2.608535186,House,Private room,2,1,1,1,45,2,10,2015-03-12,0.19,87,9,10,9,9,10,9,1,360
3490779,"Super Convenient, All You Need: Large Double Room",487598,Maggie,Easton,BS5 6EZ,51.4679644282,-2.5608760447,Townhouse,Private room,2,1.5,1,1,32,1,195,2018-11-01,3.67,97,10,10,10,10,9,10,4,44
3545386,Large terraced apartment in the heart of Clifton,3949983,Jo And Andrew,Clifton,BS8 4LB,51.4522638986,-2.6248358129,Apartment,Entire home/apt,6,2,3,3,350,2,14,2018-10-22,0.72,99,10,9,10,10,10,10,1,271
3560608,Private haven w bathroom & parking,17925448,Sophie,Bishopston & Ashley Down,BS2 9YJ,51.4751873902,-2.5777974107,Bed and breakfast,Private room,2,2,1,1,40,2,49,2016-08-09,0.93,95,10,10,10,10,9,9,2,289
3598755,Large Sunny Bedroom in Victorian Town House,12730318,Melanie,Frome Vale,BS16 2HH,51.4835516363,-2.5268148018,Townhouse,Private room,1,1,0,1,30,1,9,2018-11-15,0.17,95,10,10,10,10,10,9,1,88
3609645,Quirky but Comfortable Attic Room,4341765,Patricia,St George Central,BS5 8HY,51.4594817227,-2.5405381562,Bed and breakfast,Private room,2,1.5,1,1,23,2,65,2018-08-28,1.28,96,10,10,10,10,9,10,4,288
3620755,Lovely flat in central Bristol,18241415,Joseph,Hotwells & Harbourside,BS1 5XJ,51.4529156226,-2.6044602813,Apartment,Entire home/apt,2,1,1,1,73,2,290,2018-11-12,5.55,98,10,10,10,10,10,10,1,327
3635586,"Bright and airy 1-bed flat, nr Clifton & BBC",18332468,Zanna,Clifton Down,BS6 6LG,51.4665314668,-2.6103153125,Apartment,Entire home/apt,2,1,1,1,80,4,55,2018-11-09,1.08,96,9,10,10,10,10,9,1,256
3639418,Stylish Clifton Village flat in Georgian townhouse,10454199,Mary,Clifton,BS8 4BG,51.4534096486,-2.6232610251,Apartment,Entire home/apt,4,2,2,2,130,2,41,2018-09-30,0.8,98,10,9,10,10,10,9,3,72
3753997,"DOUBLE BED , PARKING OUTSIDE THE GATES, NEAR BUSES",2712754,Anna,Eastville,bs57tt,51.4673726569,-2.5330298244,Apartment,Private room,2,1,1,1,32,1,49,2016-11-27,0.94,97,10,10,10,10,9,9,1,0
3766960,Spacious Modern Victorian House with parking,19298185,Roz,Brislington West,BS4 3LE,51.4364706323,-2.5567794191,House,Entire home/apt,8,2.5,4,4,160,3,31,2018-10-15,0.83,96,10,9,10,10,9,10,2,342
3788534,"Light, airy single room. 10mins walk from Centre.",19228735,Jude,Southville,BS3 1PU,51.4452549337,-2.6052311842,Bed and breakfast,Private room,1,1,1,1,30,2,108,2018-11-11,2.15,99,10,10,10,10,9,10,1,270
3817330,Large comfortable room in Redland,8259097,Ana,Redland,BS6 6XB,51.4725791206,-2.6141239856,Bed and breakfast,Private room,2,1,1,1,45,2,58,2018-09-24,1.14,95,10,10,10,10,10,9,2,312
3855299,"Characterful, light & spacious home",13625482,Celia,Windmill Hill,BS3 4QF,51.4398910671,-2.5884552299,House,Entire home/apt,5,2.5,3,3,120,7,1,2015-08-30,0.03,80,6,6,8,8,8,8,3,0
3856453,Relaxing 2 bed. aptment. in Bristol,8259097,Ana,Redland,BS6 6XB,51.47287753,-2.6142607465,Apartment,Entire home/apt,4,1,2,2,110,5,12,2017-08-14,0.24,96,10,10,10,10,10,10,2,58
3879902,Tranquil City Centre Double Room,5687726,Joanne,Lawrence Hill,BS2 9LJ,51.4630576719,-2.5779559198,Hostel,Private room,2,1.5,1,1,41,1,111,2018-10-28,2.14,99,10,10,10,10,9,10,2,355
3896013,"City Centre Room, Bathroom, Parking",19817019,Benjamin,Central,England,51.4594399585,-2.5916181487,t,Private room,Private room,2,1,1,45,2,144,2018-08-30,2.8,2018-08-30,96,10,9,10,10,10,1,43
3905155,Beautiful well located garden flat,20209876,Tessa,Redland,BS6 7EX,51.470337512,-2.6039188695,Apartment,Entire home/apt,2,1,1,1,50,3,1,2014-09-21,0.02,100,8,10,10,10,10,10,1,0
3906876,Luxury Harbour Side Apartment ,20235167,Robert,Hotwells & Harbourside,BS8 4SX,51.4492279708,-2.609083662,Apartment,Entire home/apt,4,2.5,2,2,225,2,27,2017-07-18,0.55,92,9,10,10,10,10,8,1,363
3956451,Stylish flat In Clifton Village,8949750,Sarah,Clifton,BS8 1LJ,51.4558928052,-2.6130900263,Apartment,Entire home/apt,2,1,1,1,86,4,295,2018-11-14,5.82,99,10,10,10,10,10,10,1,73
3960179,FABULOUS!!!,20522861,Peter,Avonmouth & Lawrence Weston,BS9,51.4969925177,-2.6465971318,House,Entire home/apt,5,1.5,3,5,135,3,1,2016-04-27,0.03,,,,,,,,2,180
3965484,"Bright, comfy, kingsize en-suite w/breakfast",2323987,Jess And Rory,Knowle,BS4 2LB,51.4346378294,-2.5668427416,House,Private room,2,1,1,1,40,1,227,2018-10-14,4.45,97,10,10,10,10,9,10,2,0
3975847,"Victorian house, cosy, quiet  room with double bed",20605126,Val,Clifton Down,,51.4707725776,-2.6118910814,House,Private room,2,1,1,1,40,1,54,2018-11-11,2.27,97,10,10,10,10,10,10,1,70
4086139,"Beautiful room and bathroom, central location",21194896,Sue,Cotham,BS6 5TZ,51.462252772,-2.5980416644,Townhouse,Private room,2,1,1,1,50,1,477,2018-11-14,9.37,98,10,10,10,10,10,10,1,133
4187894,Single room for stopovers,4411092,Michele,Frome Vale,BS16 4AU,51.4812932281,-2.5220314099,Townhouse,Private room,1,1,1,1,24,1,57,2018-11-07,1.82,97,10,10,10,10,10,10,1,87
4207614,Room in modern flat near centre,7529286,Jen,Southville,BS3 4EB,51.4453825894,-2.5927580024,Apartment,Private room,2,1,1,1,37,2,131,2018-10-28,3.96,97,10,10,10,10,9,10,1,79
4230032,Quiet Comfortable Single Room,16459934,Florence,Lockleaze,BS7 0LB,51.4937929765,-2.5733332383,Townhouse,Private room,1,1,1,1,22,1,123,2018-11-15,2.47,86,9,9,9,9,9,9,3,183
4294704,LOVELY LARGE ATTIC ROOM WITH A VIEW,21456804,Sara,Southville,BS3 1PD,51.4420471302,-2.6058102842,House,Private room,2,2,1,1,30,1,175,2018-09-14,3.53,95,10,10,10,10,9,10,1,139
4315598,Amazing location  Heart of Bristol,7607380,Jerry & Jacqui,Hotwells & Harbourside,BS1,51.446949051,-2.6032016502,House,Private room,2,2,1,1,59,1,220,2018-11-11,4.43,97,10,10,10,10,10,9,2,342
4322304,5 bed Clifton townhouse,22441461,Alex & Angela,Clifton,BS8 4PT,51.4514741423,-2.6176410727,House,Entire home/apt,10,3,5,5,450,3,40,2018-08-13,0.87,99,10,10,10,10,10,9,1,302
4401942,Beautiful Garden Flat,11510329,Angelica,Ashley,BS6 5HA,51.4696669669,-2.5879910107,Apartment,Entire home/apt,4,1,1,1,35,2,7,2017-04-06,0.14,86,9,8,9,10,9,9,1,0
4405427,"Room with a view, Bristol",9793195,Liz,Clifton,BS8 4TE,51.4526794856,-2.6104709819,Townhouse,Private room,2,1,1,1,43,2,58,2018-09-02,1.18,98,10,10,10,10,10,10,1,289
4415577,Modern Clifton Town House Flat,14393496,Polly And Robin,Clifton Down,BS8 2NH,51.4641890314,-2.6088321014,Apartment,Entire home/apt,4,1,1,1,35,1,6,2014-12-18,0.13,,,,,,,,1,0
