id,name,host_id,host_name,neighbourhood,postcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,availability_365
27523407,Large quirky room with open fire and sun room,31999039,Anita,Easton,BS5 6NF,51.4695051949,-2.5658046432,Townhouse,Private room,2,1,1,1,34,4,1,,,,,,,,,,5,0
27533077,Boony the Camper - an extension to your home!,45263904,Sophie,St George West,BS5 8DX,51.4581038478,-2.5482392044,Camper/RV,Private room,2,0,1,1,30,1,1,2018-11-04,1,100,10,10,10,10,10,8,3,89
27536716,City Of Bristol Converted chapel,12601246,Tom,Easton,BS5 9JL,51.4586473982,-2.5601995903,Apartment,Private room,1,1,1,1,21,2,4,2018-11-13,1.24,100,10,10,10,10,10,10,1,42
27537437,Chic Coach House in private garden and parking,32620239,Lloyd,Clifton Down,City of Bristol,51.4680532658,-2.6102001818,-2.6102001818,Entire home/apt,Guesthouse,Entire home/apt,2,1,80,2,6,2018-11-01,2.37,2018-09-03,2018-11-01,80,9,8,8,9,4,236
27538698,Elegant apartment part of large manor house.,32620239,Lloyd,Cotham,BS6 6RX,51.4694704002,-2.6088000129,Guest suite,Entire home/apt,2,1,1,1,65,1,8,2018-10-28,2.42,78,9,10,9,9,10,7,4,258
27539057,Renovated heaven with stylish interior,32620239,Lloyd,Redland,BS6 6YS,51.4732030149,-2.6129877663,Apartment,Entire home/apt,4,2,2,2,100,2,0,,,,,,,,,,4,136
27541761,"Lovely 3 bedroom house , sleeps 4 .",207769313,Miah,Hengrove & Whitchurch Park,BS14 9LT,51.4107834903,-2.5620726649,House,Entire home/apt,4,1,2,2,63,3,8,2018-09-30,2.42,100,10,10,10,10,9,10,1,14
27541994,Newly refurbished flat in the centre of Bristol,206489655,James,Central,BS1 6BN,51.4537275448,-2.5903856497,Apartment,Entire home/apt,4,1,2,2,90,1,2,2018-08-19,0.61,80,10,9,9,9,10,9,1,0
27549391,BRAND NEW!! Modern apartment in Central Bristol,207847792,Maria,Hotwells & Harbourside,BS1 5QH,51.450924604,-2.6036761911,Apartment,Entire home/apt,5,2,1,1,79,1,1,2018-11-06,1,,,,,,,,1,312
27550222,Bright and cheerfull 664A room6A,135058024,Roohi,Lockleaze,BS5 6TQ,51.4764022227,-2.5607458574,House,Private room,2,2,1,1,33,1,3,2018-09-24,0.99,67,6,7,10,10,7,6,6,105
27551426,Spacious bright airy r4a,135058024,Roohi,Lockleaze,BS5 6TG,51.4754831465,-2.5617685705,House,Private room,2,2,1,1,33,1,3,2018-10-28,0.92,73,9,8,10,9,10,7,6,178
27560506,Spacious Bright 3 Bedroom Home in Bristol,206832248,Chu,Cotham,BS6 6SW,51.4699391539,-2.6059524021,House,Entire home/apt,6,3,4,4,75,2,10,2018-11-04,3.49,96,10,10,10,10,10,9,1,64
27564448,"Silbury Rd, Ashton Vale",61530225,Giovanni,Bedminster,BS3 2QB,51.433794594,-2.6288676841,House,Private room,1,1.5,3,1,32,1,16,2018-11-04,4.85,98,10,10,10,10,10,10,1,173
27564989,Chic Boho Home with Garden - sleeps up to 6,67451245,Astrid,St George West,BS5 7JJ,51.4644789104,-2.5402959254,House,Entire home/apt,6,1,2,3,55,2,4,2018-11-11,1.45,90,10,10,10,10,9,10,1,28
27571018,The Coach House,208019526,Cherry Orchards,Westbury-on-Trym & Henleaze,BS9 3PE,51.4957837396,-2.6340571305,Cottage,Entire home/apt,6,1.5,2,5,90,2,0,,,,,,,,,,1,4
27572078,Canford,7102048,Robert,Westbury-on-Trym & Henleaze,BS9,51.4930148852,-2.6340486548,House,Entire home/apt,9,2,5,6,250,1,0,,,,,,,,,,9,227
27576084,The Old Bank 1 - yourapartment,125651447,Charlie,Brislington West,BS4 3QA,51.4425580122,-2.5594662157,Serviced apartment,Entire home/apt,4,1,1,3,50,1,1,2018-10-18,1,100,10,10,10,10,10,10,50,341
27576492,The Old Bank 2 - yourapartment,125651447,Charlie,Brislington West,BS4 3QA,51.4416887223,-2.5602522394,Serviced apartment,Entire home/apt,4,1,1,3,65,1,2,2018-09-22,0.61,90,10,10,9,6,9,9,50,328
27576748,The Old Bank 3 - yourapartment,125651447,Charlie,Brislington West,BS4 3QA,51.4426151431,-2.5605228272,Serviced apartment,Entire home/apt,4,1,1,3,50,2,4,2018-10-28,1.29,90,8,10,10,10,9,9,50,336
27578596,Comfy single room 5a,135058024,Roohi,Lockleaze,BS5 6TQ,51.4778310928,-2.5614085347,House,Private room,1,2,1,1,27,1,6,2018-11-08,1.84,90,9,9,9,9,9,8,6,167
27579320,Cosy double bedroom 3a,135058024,Roohi,Eastville,England,51.4765725003,-2.559535016,f,Private room,Private room,2,2,1,29,2,3,2018-09-15,0.92,2018-09-15,73,7,7,9,9,7,6,153
27587231,The Old Bank 4 - yourapartment,125651447,Charlie,Brislington West,BS4 3QA,51.4431435568,-2.5540592739,Serviced apartment,Entire home/apt,4,1,1,3,50,2,2,2018-08-28,0.66,90,10,10,8,10,9,9,50,347
27589120,Bright and airy 3 bed house in Bristol,47823452,Suewan,Henbury & Brentry,BS10 7XB,51.5112463735,-2.6399363746,Townhouse,Entire home/apt,7,3,3,4,132,2,5,2018-09-22,1.56,100,10,10,10,10,10,10,1,0
27591987,"Comfy Double Room in St Werburghs, Bristol",3514043,Natasha,Ashley,BS2 9UE,51.469000067,-2.5748079538,Townhouse,Private room,2,1,1,1,22,2,8,2018-10-21,2.7,93,9,8,10,10,9,9,2,0
27593797,Bristol City Centre Apartment with Parking,120383529,Sameep,Hotwells & Harbourside,,51.4528556424,-2.6020153449,Apartment,Entire home/apt,5,2,1,3,96,1,9,2018-10-27,3.1,87,9,8,10,10,10,9,1,15
27618042,Chic Modern 2 Bed Overlooking River Avon,208195770,David,Brislington East,BS4 4RQ,51.4464930204,-2.5364339378,Apartment,Entire home/apt,4,1,1,2,52,2,1,2018-10-08,0.73,80,8,4,10,4,10,8,1,28
27618547,"Cosy house w/garden, central, good transport links",73142278,Kylie,Easton,BS5 9JZ,51.4569420301,-2.5598737425,Townhouse,Entire home/apt,6,1.5,2,3,87,2,6,2018-09-16,1.94,90,10,9,9,10,9,9,1,0
27622534,"Woodburner, City View or Blanket box room",360195,Sarah,Windmill Hill,England,51.4390318567,-2.5909999742,Townhouse,Private room,2,1,1,1,27,3,0,,,,,,,,,,5,37
27634766,Cosy Single bedroom,203952250,Roberto,Brislington West,BS4 4HN,51.4399307748,-2.5509661113,Condominium,Private room,1,1,1,1,35,1,5,2018-10-10,1.52,100,9,10,10,10,10,9,1,2
27641098,Boutique ground floor twin room great location.,201249674,Jane,Westbury-on-Trym & Henleaze,BS9 3AY,51.4827428994,-2.6159674468,Apartment,Private room,2,1,1,2,59,1,2,2018-09-30,1.07,100,10,10,10,10,10,10,1,84
27652406,Room with a tree top view,208676362,Cara,Hotwells & Harbourside,BS1,51.4510416149,-2.6045887691,Apartment,Private room,2,1,1,1,40,1,4,2018-10-28,1.56,100,10,10,10,10,10,10,1,317
27689754,Bristol large Victorian House,93191274,Debbie,Knowle,BS4 2DF,51.4380865561,-2.5716191429,House,Entire home/apt,8,2,4,5,200,2,6,2018-11-04,2.57,100,10,10,10,10,10,10,2,154
27692957,Private & spacious 2 bedroom flat near harbourside,209041248,Asher,Southville,BS3 4AS,51.4459656823,-2.5949113849,Condominium,Entire home/apt,6,1,2,3,100,18,6,2018-11-06,2.17,97,10,9,10,10,9,10,1,16
27696670,Attractive one bed flat in Clifton Village,209074663,Rozzy,Clifton,BS8 4JS,51.4536570257,-2.6196310088,Serviced apartment,Entire home/apt,2,1,1,1,90,2,9,2018-10-29,3.86,98,10,10,10,10,10,10,1,36
27696701,"Entire Modern 2 Bedroom Flat, central location",19293949,Robert,Ashley,BS2 8SJ,51.460983103,-2.5850066051,Apartment,Entire home/apt,4,2,2,4,82,1,4,2018-08-25,1.26,100,10,10,10,10,10,9,2,0
27731323,Comfy studio in heart of city center,37301536,Mereen,Central,BS1 4ST,51.4547824312,-2.5968023141,Apartment,Entire home/apt,2,1,0,1,60,1,2,2018-09-09,0.85,100,10,9,10,10,10,10,1,0
27745755,Huge apartment with views over Bristol,17489804,Rory,Clifton,BS8 4DS,51.4557168784,-2.6197462571,Apartment,Private room,1,0,0,1,43,12,1,2018-08-14,0.31,,,,,,,,1,89
27766640,Haven - yourapartment,125651447,Charlie,Ashley,BS2 8PS,51.4600980942,-2.5858386437,Serviced apartment,Entire home/apt,4,1,1,3,65,2,3,2018-10-27,1.07,93,10,9,10,10,10,9,50,345
27769652,Bohemian top floor apartment with views over city,188854604,BNBbuddy,Ashley,BS6 5PR,51.4672475859,-2.5912609858,Apartment,Entire home/apt,4,1,2,2,65,2,16,2018-11-11,5.78,96,10,10,10,10,10,10,6,69
27770114,Spacious & Central 1 Bedroom Flat in Southville,25697950,Dorothy,Southville,BS3 1QR,51.4458382987,-2.6077684845,Apartment,Entire home/apt,2,1,1,1,65,2,2,2018-09-09,0.72,100,10,10,10,10,10,10,1,0
27770753,Luxury High Spec 2 Bedroom House,50314124,Hayley,Redland,BS7 8EN,51.4740560922,-2.5936519449,House,Entire home/apt,4,1.5,2,2,130,1,1,2018-10-05,0.68,100,10,10,10,10,10,10,7,1
27780829,FEMALE ONLY Redland Spacious Double Room.,189936794,Helica,Redland,BS6 6WB,51.4726232531,-2.6116247989,Apartment,Private room,2,1,1,1,42,7,6,2018-10-13,2,80,9,8,8,9,9,8,1,147
27794632,3 Bed - Central Bristol - Large Modern Home,50314124,Hayley,Redland,BS7 8EN,51.4740417512,-2.5922356983,House,Entire home/apt,6,1.5,3,3,200,1,3,2018-11-04,1.76,100,10,10,10,10,9,9,7,247
27795237,Bristol 5* Hen/Stag House Sleeps 14 Prime Location,50314124,Hayley,Redland,BS7 8EN,51.4727121142,-2.5920488567,House,Entire home/apt,14,3,4,7,900,1,0,,,,,,,,,,7,37
27795602,Large Modern Flat - 2 bed with Garden/Parking,50314124,Hayley,Cotham,BS6 6BP,51.4648725055,-2.60173048,Apartment,Entire home/apt,4,1,2,2,150,7,0,,,,,,,,,,7,260
27811555,Thingwell Heights home with a view,158821141,Ruth,Eastville,BS16 1TR,51.4794228575,-2.5460351722,Townhouse,Private room,4,1,2,2,20,1,1,2018-10-04,0.67,,,,,,,,1,0
27822201,Bristol's Modern Boutique Flat,210095250,Arjun,St George Central,BS15 1AP,51.4643734272,-2.5165486401,Apartment,Entire home/apt,2,1,1,1,59,2,3,2018-10-25,1.07,100,10,10,10,10,10,10,1,86
27822333,Modern Bright 1-bed in the centre of Bristol!,65192629,Airbristol,Central,BS2 8PD,51.4610383177,-2.5910840807,Apartment,Entire home/apt,2,1,1,1,70,1,7,2018-10-23,3,83,9,10,10,9,9,8,54,176
27829238,Double Room Near Central Bristol,59462874,Maggi & Mike,St George Central,BS5 7LB,51.4615844149,-2.5382684926,Apartment,Private room,1,1,1,1,18,2,9,2018-10-31,2.93,100,10,10,10,10,9,10,1,43
27830397,A tranquil hideaway in Clifton Village,15363066,Shena,Clifton,BS8 4JY,51.4547891645,-2.6213672331,Guest suite,Private room,2,1,0,1,45,2,6,2018-11-14,5.14,100,10,10,10,10,10,10,1,29
27830423,City of Bristol Bed and Breakfast,75845019,Susan,Redland,BS7 8LE,51.4794394905,-2.595444571,Bed and breakfast,Private room,2,1,1,1,50,1,9,2018-11-17,3.18,100,10,10,10,10,10,10,2,57
27843604,Redland Flat,210270807,Jane,Redland,BS6 6YW,51.4731961664,-2.6135915075,Apartment,Private room,2,1,1,1,30,1,6,2018-10-21,2.07,93,10,9,10,10,9,9,1,0
27849133,"The Garden Flat - parking, Whiteladies & UoB",210321255,Anna,Clifton Down,BS8,51.4608634367,-2.6124080377,Apartment,Entire home/apt,3,1,1,2,75,2,20,2018-10-27,7.5,98,10,10,10,10,10,9,1,285
27870495,West View House - Leafy Urban Retreat,40280837,Charlie,Brislington West,BS4 3DA,51.4428723453,-2.5686447083,House,Entire home/apt,4,1,2,2,66,2,4,2018-11-11,2.86,100,10,10,10,10,9,10,1,0
27874379,A wonderful five-bed house with large garden,6317053,Penny,Redland,BS7 8NA,51.4796894108,-2.6019488056,House,Entire home/apt,7,2.5,5,5,160,2,0,,,,,,,,,,1,295
27885406,"Stylish&Peaceful Studio 8, Clifton, Bristol",145484295,Urban Creation,Clifton Down,BS8,51.4659997005,-2.6178339677,Serviced apartment,Entire home/apt,2,1,0,1,60,1,3,2018-09-24,1.13,73,9,10,8,8,8,9,13,179
27887281,A two bed flat in a popular Clifton location,45118834,Adrienne,Clifton Down,BS8 2JN,51.4645783252,-2.6164603092,Apartment,Entire home/apt,4,1,2,2,93,2,6,2018-10-28,2.57,100,10,10,10,10,10,10,1,14
27901821,A comfy room close to Blaise Castle and M5,8721822,Louise,Avonmouth & Lawrence Weston,BS11 0PH,51.5034841672,-2.6536088615,House,Private room,2,1,1,1,37,1,0,,,,,,,,,,1,18
27918524,Great double room in Bishopston,182900839,Noo,Redland,BS7 8ET,51.4740464323,-2.5935387555,House,Private room,2,1,1,1,70,7,0,,,,,,,,,,3,364
27923171,The Pentagon Guesthouse #2,206246391,Micah,Stoke Bishop,BS9 2ER,51.4866577375,-2.6500680007,Guesthouse,Private room,1,1,1,2,27,1,12,2018-11-09,4.29,93,10,9,10,10,10,10,1,177
27923263,"Lower Slopes of Clifton, Close to Harbourside",47396924,Sarah,Clifton,BS8 4LY,51.4510613664,-2.6219903398,Apartment,Entire home/apt,3,1,1,1,69,2,23,2018-11-12,8.96,98,10,10,10,10,10,10,1,0
27953585,Stunning contemporary garden flat in Southville,211142252,Anna,Southville,BS3 1AT,51.4462358145,-2.6027572201,Apartment,Entire home/apt,2,1,1,1,66,2,7,2018-10-31,2.92,100,10,9,9,9,9,9,1,117
27981539,Light & Bright 2 bed by Temple Meads /City Centre,21441513,Mark,Lawrence Hill,England,51.4533907194,-2.5770612407,Apartment,Entire home/apt,4,2,2,2,69,2,10,2018-11-11,3.61,94,10,10,10,9,10,10,1,20
27987691,City Of Bristol House,205041378,Natasha,Knowle,BS4,51.4321710033,-2.578841345,House,Private room,3,1,1,2,35,1,10,2018-10-14,4.29,96,9,10,10,10,9,10,1,68
27997366,Sleek 2 bed flat near airport with stunning views,59310886,Sacha,Hartcliffe & Withywood,BS13 7TJ,51.4132875969,-2.600890549,Apartment,Entire home/apt,4,2,2,2,74,2,0,,,,,,,,,,1,98
27997624,"Gorgeous 2 Bedroom Town House In Clifton, Bristol",211085471,Ross,Clifton,BS8 4DB,51.4527224412,-2.6250665614,House,Entire home/apt,4,2,2,2,160,2,1,2018-10-21,1,100,10,10,10,10,10,10,1,281
28007880,Lovely private room in a family home,211534713,Suzanna,Lockleaze,BS7 9UB,51.4858791222,-2.5685017426,House,Private room,2,1,1,1,25,1,23,2018-11-14,9.45,97,10,10,10,10,9,10,1,167
28022108,City Of Bristol Apartment,54971431,Natasha,Central,,51.4605548264,-2.5922889197,Apartment,Entire home/apt,2,1,0,1,63,2,4,2018-11-09,1.71,100,10,10,10,10,10,10,1,24
28024289,bristol,179291558,Jeffrey,Lawrence Hill,BS5 0JX,51.4628707784,-2.5656826173,House,Private room,2,1,1,1,35,1,0,,,,,,,,,,1,63
28025071,"Double room close to University, BRI and BBC",43341589,Stella,Cotham,England,51.4660675093,-2.6058870049,House,Private room,1,1,1,1,45,5,1,2018-10-01,0.63,100,10,10,10,10,10,10,2,52
28039798,Newly renovated family home in heart of Bristol,3418651,Tom,Redland,BS7 8HG,51.4772052417,-2.5982572783,Townhouse,Entire home/apt,8,3.5,5,5,175,2,6,2018-11-04,2.47,100,10,10,10,10,10,10,1,72
28075414,Characterful warm and happy,212084223,Angus,Easton,BS5 6AQ,51.4642937962,-2.5598010357,House,Private room,2,1,1,1,27,1,4,2018-10-24,2.45,100,10,10,10,10,10,10,1,75
28079570,Beautiful 3 bedrooms in a fully renovated house,41020944,Manuel,Eastville,BS5 6RR,51.4733711926,-2.5472440161,House,Private room,3,1,3,3,60,1,1,2018-09-23,0.54,100,10,10,10,10,10,10,4,328
28099574,"Modern, 2 bed Apt for 6, nr popular Gloucester Rd",96719245,Mark,Ashley,BS6 5EA,51.469348085,-2.5900963896,Apartment,Entire home/apt,6,1,2,5,100,2,4,2018-10-14,1.94,100,10,10,10,10,10,10,1,0
28117753,Lovely single bed room within trendy Old Market,60486718,Juan,Lawrence Hill,BS2 0BZ,51.4560627261,-2.5780743952,Apartment,Private room,2,1,1,1,25,1,3,2018-09-16,1.15,80,9,7,10,10,9,9,1,1
28118684,"Waterfront 2bed/2bath w balcony, lift & parking",188854604,BNBbuddy,Southville,BS1,51.4456642104,-2.598883743,Serviced apartment,Entire home/apt,3,2,2,2,100,7,1,2018-08-30,0.37,100,10,10,10,10,10,10,6,0
28120476,Totterdown 3 Bedroom House with Garden,44913116,Lindsay,Windmill Hill,BS3,51.4413907621,-2.5785269634,House,Entire home/apt,8,1,3,3,175,2,11,2018-11-11,5.79,87,10,10,10,9,9,9,3,245
28152020,Scandi-style contemporary apartment in the centre,209932192,Graham,Central,BS1,51.4539948539,-2.595128387,Apartment,Entire home/apt,2,1,0,1,79,2,4,2018-11-03,2.22,85,10,9,10,10,10,8,3,175
28159794,Double bedroom in a stunning house,41020944,Manuel,Eastville,BS5 6RR,51.4741357276,-2.5460104139,House,Private room,1,1,1,1,20,1,1,2018-09-13,0.45,100,10,10,10,10,10,10,4,304
28160646,Stylish double bedroom for very good value!,41020944,Manuel,Eastville,BS5 6RR,51.4733526314,-2.5468322613,House,Private room,1,1,1,1,28,4,2,2018-09-29,1.03,80,8,7,9,9,8,8,4,27
28160725,Cosy single bedroom in an amazing house,41020944,Manuel,Eastville,BS5 6RR,51.4740697931,-2.5452274242,House,Private room,1,1,1,1,18,1,2,2018-09-21,0.97,90,10,10,10,10,9,10,4,300
28171946,City Of Bristol Apartment with Large Garden,60127103,Patrick,Cotham,BS6 6AA,51.4687244112,-2.5948577724,Apartment,Entire home/apt,5,1,2,3,48,2,5,2018-10-05,2.14,96,10,10,10,10,9,10,1,125
28173791,Homely Garden Flat Bristol,26723072,Ruby,Windmill Hill,BS4 3BY,51.441224737,-2.5701580933,Apartment,Entire home/apt,4,1,1,2,55,3,1,2018-09-09,0.43,100,10,10,10,10,10,10,1,7
28234444,No 75,213266388,Richard,Horfield,BS7 0DF,51.4907354963,-2.5799031848,House,Private room,2,1,1,2,33,1,5,2018-10-27,3.33,100,10,10,10,10,10,10,1,172
28234833,Blue room,7688678,Jo,Redland,BS6 7NJ,51.4765212146,-2.6096866598,Bed and breakfast,Private room,2,1,1,1,65,1,1,2018-11-04,1,100,10,10,10,10,10,8,2,171
28239936,Modern&Quiet Studio apartment 12A in Clifton,145484295,Urban Creation,Clifton Down,BS8,51.4662108521,-2.6178172713,Serviced apartment,Entire home/apt,2,1,0,1,60,1,4,2018-11-09,2.35,100,10,10,10,10,10,9,13,159
28243731,Stylish city penthouse with balcony,48681911,Katie,Redland,BS7 8BN,51.4759111326,-2.5917264026,Apartment,Private room,2,1,1,1,40,1,6,2018-11-07,3.16,97,10,10,10,10,10,10,2,66
28244749,Ashley Rd Apartment with Private Garden v spacious,88838000,Hayley,Ashley,BS6 5NU,51.4647696424,-2.58079406,Apartment,Entire home/apt,4,1,1,1,81,2,7,2018-11-11,4.57,100,10,10,10,10,10,10,1,349
28245132,Stunning central studio apartment with terrace,209932192,Graham,Central,England,51.4525598674,-2.5944357393,t,Entire home/apt,Entire home/apt,2,1,0,83,2,2,2018-10-26,2,2018-10-26,100,10,10,10,8,10,3,172
28250549,Large double room in a cosy home,22871595,Dion,St George Troopers Hill,BS5 7PA,51.4575767996,-2.5330258314,House,Private room,1,1,1,1,18,6,1,2018-09-16,0.48,100,10,8,10,10,8,10,2,0
28253368,Self-contained studio in quiet leafy road,93489115,Kate,Eastville,,51.4774684237,-2.5395569922,Apartment,Entire home/apt,2,1,,2,60,1,6,2018-11-08,3.67,100,10,10,10,10,10,10,1,157
28260911,"Bristol 1939’s house
Spacious double room",26825706,Steve,Horfield,BS10 5LN,51.4956990906,-2.595404241,Bed and breakfast,Private room,1,1,1,1,30,1,1,2018-11-07,1,,,,,,,,1,136
28268730,Spacious bright room 2A,135058024,Roohi,Eastville,BS5 6TG,51.4766014685,-2.5596537156,House,Private room,2,2,1,1,32,1,3,2018-11-16,2.2,93,10,10,10,10,9,9,6,179
28269452,Stunning peaceful apartment nr Bristol TempleMeads,16961112,Adam,Brislington West,England,51.4370399426,-2.5626106544,f,Entire home/apt,Entire home/apt,2,1,1,48,2,9,2018-11-11,4.29,2018-11-11,96,10,9,10,10,9,1,321
28277419,Victorian House in trendy Southville 2bed & garden,188854604,BNBbuddy,Bedminster,BS3 3JE,51.4374464648,-2.6085128616,House,Entire home/apt,4,1,2,2,50,2,3,2018-11-11,3,100,10,8,10,10,9,9,6,0
28281542,"Colourful home in Easton, Bristol",6054805,Francesca,Easton,BS5 6BH,51.4645453604,-2.5591969341,Townhouse,Entire home/apt,6,2.5,2,3,100,3,4,2018-11-09,4,90,9,10,10,10,10,9,1,8
28299777,"Room in Henleaze, Close MOD, Airbus, Hospitals",213708160,Sarah,Horfield,BS9,51.4910668236,-2.5952263136,House,Private room,2,1,1,1,32,3,8,2018-11-09,3.87,95,10,10,10,10,9,10,1,77
28300880,Grand family 4 bedroom home with Sun house,213713820,Peter,Westbury-on-Trym & Henleaze,BS9 4DX,51.484643352,-2.6138560983,House,Entire home/apt,8,2.5,4,5,168,2,2,2018-09-23,1.03,100,10,10,10,10,10,10,1,60
28303740,Stylish studio apartment in the heart of Bristol,209932192,Graham,Central,BS1,51.4540712252,-2.5954214767,Apartment,Entire home/apt,2,1,0,1,79,2,7,2018-11-11,4.04,94,9,9,10,9,10,9,3,157
28304216,Bright 1 Bed Apartment in Clifton - Bristol,213692960,Andie,Clifton Down,BS8 3BE,51.4596385441,-2.6147765734,Apartment,Entire home/apt,4,1,1,2,45,2,4,2018-11-04,2.35,95,10,10,10,10,10,9,1,36
28311728,WHAT AN AMAZING LOCATION! SLEEPS 6,81538139,Antonino,Central,BS2 9DB,51.4588484748,-2.5839325804,Apartment,Entire home/apt,6,1,2,6,100,1,20,2018-11-07,9.52,96,10,10,10,10,10,10,2,305
28326927,1 Bedroom Apartment in Central Bristol,13098435,Joshua,Ashley,BS6 5QX,51.4678096634,-2.591521671,Apartment,Entire home/apt,2,1,1,1,40,2,6,2018-11-11,2.81,93,10,10,9,9,9,9,1,41
28335325,Newly refurbished modern one bed flat in  Easton,38544483,Kellie,Lawrence Hill,BS5 0RN,51.4643707098,-2.5654286698,Apartment,Entire home/apt,3,1,1,2,55,1,21,2018-11-15,9.69,92,10,10,10,10,8,9,1,58
28339361,Sunny and modern flat in a Georgian House,100517387,Hisham,Eastville,BS16 1FF,51.4821329304,-2.557604488,Apartment,Entire home/apt,4,1,2,2,49,1,1,2018-09-30,0.61,100,10,10,10,10,8,10,2,240
28356747,Furnished room in the centre of Bristol (22),54503007,Patrick,Central,BS1 1UE,51.4535415736,-2.5935403486,Hostel,Private room,2,2,1,1,40,1,1,2018-11-13,1,80,10,10,10,10,10,10,7,356
28357913,3 vintage bedrooms in the Heart of Bristol (20),54503007,Patrick,Central,BS1 1UE,51.4541196361,-2.5940638561,Apartment,Private room,6,2,3,3,300,1,0,,,,,,,,,,7,335
28383189,Sunny House,67445058,Justyna,Avonmouth & Lawrence Weston,BS11 0QQ,51.5029779172,-2.6474296677,House,Private room,2,1,1,1,35,1,5,2018-10-20,2.38,100,10,10,10,10,9,10,1,84
28384744,"Cosy,rustic,self contained guest suite.",214294715,Tony,St George West,BS5 9EX,51.4596452882,-2.5530375027,Guest suite,Entire home/apt,2,1,0,1,49,1,11,2018-11-14,5.24,95,9,10,10,10,10,9,1,36
28397008,Double room in quiet family home,110338697,Julia,Horfield,BS7,51.4989434796,-2.59006233,Bed and breakfast,Private room,2,1,1,1,39,1,8,2018-10-29,4.14,98,10,10,10,10,10,10,1,177
28403568,Modern Garden Flat with 2 beds + parking Redland,19916997,Julius,Redland,BS6 7EX,51.4702761531,-2.6047632809,Apartment,Entire home/apt,4,2,2,2,79,2,0,,,,,,,,,,1,2
28420022,Double room with ensuite in the centre of Bristol,19853152,Philipp,Ashley,BS2 8FH,51.4624226185,-2.5860760968,Apartment,Private room,2,1,1,1,55,2,10,2018-11-02,5.45,96,10,10,10,10,10,9,1,11
28421945,"Sunny king-sized room, garden and free parking",27371484,Maria,Westbury-on-Trym & Henleaze,BS9 3UB,51.4859132436,-2.6229639536,House,Private room,2,1.5,1,1,33,1,11,2018-11-12,5.24,96,10,10,10,10,10,9,3,55
28426740,The Hotwells House,22948093,Zak,Clifton,BS8 4NU,51.4524962221,-2.6253061641,House,Entire home/apt,10,2,5,5,237,2,4,2018-10-29,2.61,100,10,10,7,10,9,8,1,117
28427575,1 Bed Harbourside Garden Flat in central Bristol,193191179,Gordon,Clifton,BS8,51.4509424747,-2.6189123277,Apartment,Entire home/apt,4,1,1,4,65,1,2,2018-11-11,2,80,9,9,10,9,9,8,1,103
28453783,"Large, cosy double (Glos road, hospital, cricket)",23382039,Ade,Bishopston & Ashley Down,BS7 9PF,51.48249068,-2.5838291832,House,Private room,2,1,1,1,40,2,2,2018-10-28,1.62,100,10,10,10,10,10,10,1,45
28454926,Cosy double room with a great view!,22871595,Dion,St George Central,BS5,51.4596548878,-2.5280060019,House,Private room,1,1,1,1,16,1,0,,,,,,,,,,2,0
28456309,"Comfortable warm single room, free parking, garden",27371484,Maria,Westbury-on-Trym & Henleaze,BS9 3UB,51.4861582488,-2.6227982561,House,Private room,1,1.5,1,1,20,1,1,2018-11-15,1,100,10,10,10,10,10,10,3,50
28465009,Charming room within Georgian House,214877787,Jennifer,Clifton,BS8 4LS,51.4522485432,-2.6228775805,Apartment,Private room,2,1,1,1,47,1,7,2018-11-11,3.28,80,9,9,8,8,9,9,3,75
28471628,"Sunny, cozy, large green room in Henleaze",83129584,Laura,Southmead,BS10 5JD,51.495765333,-2.6037452205,House,Private room,2,1.5,1,1,36,2,3,2018-10-28,1.61,93,10,10,10,10,10,10,1,10
28476515,Contemporary City Inn,81857012,St Austell,Horfield,BS7 8UR,51.488160931,-2.5856521254,Bed and breakfast,Private room,2,1,1,1,90,1,0,,,,,,,,,,1,7
28480205,Cosy 3 bedroom home close to vibrant Gloucester Rd,214975551,Laura,Bishopston & Ashley Down,BS7 9QY,51.4834226972,-2.5795110669,House,Entire home/apt,6,1,3,4,72,2,9,2018-11-06,4.66,93,10,10,10,10,9,9,1,141
28482755,NEW Portland Sq 1-bed maisonette!,65192629,Airbristol,Ashley,BS2 8RZ,51.460486411,-2.5892350208,Apartment,Entire home/apt,2,1,1,1,60,1,2,2018-10-18,1.18,80,8,10,10,10,8,10,54,78
28490291,Double bedroom in a sunny modern flat,100517387,Hisham,Eastville,BS16 1FF,51.4832588888,-2.5568157776,Apartment,Private room,2,1,1,1,26,1,9,2018-11-06,5.4,98,10,10,10,10,10,10,2,118
28516856,@DomusNixTWO Luxury King Rooms A Perfect Location,149596133,Nix,Cotham,BS6 6DR,51.4629937643,-2.6001572501,House,Private room,4,1,2,2,84,2,0,,,,,,,,,,4,356
28529859,"Central Dbl Bedroom, courtyard, fireplace & puzzle",21113849,Philomène,Cotham,BS6 6SW,51.4712920812,-2.6069409515,Apartment,Private room,2,1,1,1,30,2,8,2018-11-11,4.62,100,10,10,10,9,10,10,1,158
